"ID","title","description","streetaddress","city","state","amenityfeatures","type","unclearaddress","notes","dateadded","lastmodified","Year","full.address","lon","lat","geoAddress"
109,"Goldern Lantern","","1239 Royal St","New Orleans","LA","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:17am","1968","1239 Royal St, New Orleans, LA",-90.0606455,29.9627248,"1239 royal st, new orleans, la 70116, usa"
110,"Kookie's","","1210 N Rampart","New Orleans","LA","""(G) - Girls, but rarely exclusively""","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:17am","1968","1210 N Rampart, New Orleans, LA",-90.0645703,29.9644804,"1210 n rampart st, new orleans, la 70116, usa"
111,"Lafitte's in Exile","","901 Bourbon St","New Orleans","LA","(*) - Very popular","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:17am","1968","901 Bourbon St, New Orleans, LA",-90.0642121,29.9604081,"901 bourbon st, new orleans, la 70116, usa"
112,"Lafitte's Annex","","730 Burgundy St","New Orleans","LA","(*) - Very popular","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:17am","1968","730 Burgundy St, New Orleans, LA",-90.0668368,29.9602829,"730 burgundy st, new orleans, la 70116, usa"
113,"Mr D's","","600 Dauphine","New Orleans","LA","""(G) - Girls, but rarely exclusively"",(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:17am","1968","600 Dauphine, New Orleans, LA",-90.0672501,29.9584209,"600 dauphine st, new orleans, la 70112, usa"
114,"Society Page","","819 St. Louis St","New Orleans","LA","(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:17am","1968","819 St. Louis St, New Orleans, LA",-90.0673586,29.9574424,"819 st louis st, new orleans, la 70117, usa"
115,"Speakeasy","","834 N Rampart St","New Orleans","LA","(M) - Mixed Crowds,(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:17am","1968","834 N Rampart St, New Orleans, LA",-90.0669671,29.9617844,"834 n rampart st, new orleans, la 70116, usa"
116,"Wanda's","","608 Iberville","New Orleans","LA","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:17am","1968","608 Iberville, New Orleans, LA",-90.0677152,29.9535853,"608 iberville st, new orleans, la 70130, usa"
117,"Elbow Room","","708 Louisiana Ave","Shreveport","LA","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:17am","1968","708 Louisiana Ave, Shreveport, LA",-93.7498526,32.509446,"708 louisiana ave, shreveport, la 71101, usa"
118,"Gay 90's","","716 Louisiana Ave","Shreveport","LA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:17am","1968","716 Louisiana Ave, Shreveport, LA",-93.7497571,32.5093508,"716 louisiana ave, shreveport, la 71101, usa"
119,"Korner","","800 Louisiana Ave","Shreveport","LA","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:17am","1968","800 Louisiana Ave, Shreveport, LA",-93.7492024,32.5088129,"800 louisiana ave, shreveport, la 71101, usa"
121,"Koko Beach Motel","","W Beach Hwy","Biloxi","MS","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,"8/22/2019 4:07am","8/22/2019 4:19am","1968","W Beach Hwy, Biloxi, MS",-88.9816625,30.3907415,"2476 beach blvd, biloxi, ms 39531, usa"
122,"Mirror Room","","710 Central Beach Rd","Biloxi","MS","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:20am","1968","710 Central Beach Rd, Biloxi, MS",-88.8864697,30.3933224,"710 beach blvd, biloxi, ms 39530, usa"
124,"Hitching Post","","1905 W Northside Dr","Jackson","MS","(*) - Very popular","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:20am","1968","1905 W Northside Dr, Jackson, MS",-90.2077943,32.355968,"1905 w northside dr, jackson, ms 39213, usa"
126,"Tempo","(Collegiate)","159 B E 4th St","Chapel Hill","NC","(*) - Very popular","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:20am","1968","159 B E 4th St, Chapel Hill, NC",-79.0558445,35.9131996,"chapel hill, nc, usa"
127,"Blue Note","","1421 E Morehead","Charlotte","NC","(*) - Very popular","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:33am","1968","1421 E Morehead, Charlotte, NC",-80.8365999,35.2057652,"1421 e morehead st, charlotte, nc 28204, usa"
128,"Hoot Mon","","1427 E 4th St","Charlotte","NC","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. ""","Restaurant","",NA,"8/22/2019 4:07am","8/23/2019 3:21am","1968","1427 E 4th St, Charlotte, NC",-80.828957,35.214214,"1427 e 4th st, charlotte, nc 28204, usa"
129,"Sheraton-Barringer Hotel Bar","","426 N Tyson","Charlotte","NC","(M) - Mixed Crowds","Bars/Clubs,Hotels","",NA,"8/22/2019 4:07am","8/28/2019 2:44pm","1968","426 N Tyson, Charlotte, NC",-80.8699871,35.1886147,"426 tyson st, charlotte, nc 28209, usa"
130,"Duke's Tavern","Jack Tar Hotel","Corcoran & Chapel","Durham","NC","(M) - Mixed Crowds","Bars/Clubs,Hotels","",NA,"8/22/2019 4:07am","8/28/2019 2:44pm","1968","Corcoran & Chapel, Durham, NC",-119.5604015,36.098007,"corcoran, ca 93212, usa"
131,"Cadillac Lounge","","334 Gillespie","Fayetteville","NC","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:33am","1968","334 Gillespie, Fayetteville, NC",-78.880463,35.047109,"334 gillespie st, fayetteville, nc 28301, usa"
132,"General Greene Bar","","253 N Green","Greensboro","NC","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:33am","1968","253 N Green, Greensboro, NC",-79.8360243,36.1270009,"nathanael green dr, greensboro, nc 27455, usa"
133,"Andrew Johnson Hotel Bar","","100 W Martin","Raleigh","NC","(M) - Mixed Crowds","Bars/Clubs,Hotels","",NA,"8/22/2019 4:07am","8/28/2019 2:44pm","1968","100 W Martin, Raleigh, NC",-78.6402554,35.7769699,"100 w martin st, raleigh, nc 27601, usa"
134,"Sand Bar","","19 S 2nd St","Wilmington","NC","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:33am","1968","19 S 2nd St, Wilmington, NC",-77.9471054,34.2347318,"19 s 2nd st, wilmington, nc 28401, usa"
138,"Wagon Wheel","","336 King St","Charleston","SC","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:33am","1968","336 King St, Charleston, SC",-79.935163,32.7845789,"336 king st, charleston, sc 29401, usa"
139,"The Lounge","","1103 Lady St","Columbia","SC","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:33am","1968","1103 Lady St, Columbia, SC",-81.0355423,34.0023869,"1103 lady st, columbia, sc 29201, usa"
140,"Horseshoe Lounge","","443 E Stone","Greenville","SC","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:33am","1968","443 E Stone, Greenville, SC",-82.3865158,34.8600531,"443 e stone ave, greenville, sc 29609, usa"
141,"Pizza Palace","","3201 Brainerd Rd","Chattanooga","TN","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:33am","1968","3201 Brainerd Rd, Chattanooga, TN",-85.2545201,35.0277113,"3201 brainerd rd, chattanooga, tn 37411, usa"
142,"Rathskeller","","618 Cherry","Chattanooga","TN","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:33am","1968","618 Cherry, Chattanooga, TN",-85.3080959,35.0494547,"618 cherry st, chattanooga, tn 37402, usa"
143,"Read House Tavern","","9th & Broad","Chattanooga","TN","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:33am","1968","9th & Broad, Chattanooga, TN",-95.6162999,37.0347663,"111 w 9th st, coffeyville, ks 67337, usa"
144,"New Southern Hotel Bar","","Baltimore & Liberty","Jackson","TN","(M) - Mixed Crowds","Bars/Clubs,Hotels","",NA,"8/22/2019 4:07am","8/28/2019 2:44pm","1968","Baltimore & Liberty, Jackson, TN",-76.6121893,39.2903848,"baltimore, md, usa"
145,"Andrew Johnson Hotel Bar","","918 Gay St SW","Knoxville","TN","(M) - Mixed Crowds","Bars/Clubs,Hotels","",NA,"8/22/2019 4:07am","8/28/2019 2:44pm","1968","918 Gay St SW, Knoxville, TN",-83.9155611,35.9613189,"918 s gay st, knoxville, tn 37902, usa"
146,"Brownie's Grill","","2218 Cumberland Ave","Knoxville","TN","","Restaurant","",NA,"8/22/2019 4:07am","8/23/2019 3:33am","1968","2218 Cumberland Ave, Knoxville, TN",-83.9395405,35.9535255,"2218 cumberland ave, knoxville, tn 37916, usa"
147,"Five-O-Nine Club","","509 Church Ave SW","Knoxville","TN","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:34am","1968","509 Church Ave SW, Knoxville, TN",-83.9201502,35.962655,"509 w church ave, knoxville, tn 37902, usa"
149,"Carnival Room","Shearton-Peabody Hotel","149 Union Ave","Memphis","TN","(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required","Bars/Clubs,Hotels","",NA,"8/22/2019 4:07am","8/28/2019 2:44pm","1968","149 Union Ave, Memphis, TN",-90.0519835,35.1426419,"149 union ave, memphis, tn 38103, usa"
150,"Frank's Shobar","","223 S Bellevue Blvd","Memphis","TN","(*) - Very popular","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:38am","1968","223 S Bellevue Blvd, Memphis, TN",-90.0211183,35.1355978,"223 s bellevue blvd, memphis, tn 38104, usa"
151,"French Quarter","(Weekends, after hours) (Basement)","Union Ave & Front St","Memphis","TN","(*) - Very popular","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:38am","1968","Union Ave & Front St, Memphis, TN",-96.01154,36.089784,"w 51st st s& s union ave, tulsa, ok 74107, usa"
152,"Oasis","Tennessee Hotel","3rd & Union","Memphis","TN","(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Hotels","",NA,"8/22/2019 4:07am","8/28/2019 2:44pm","1968","3rd & Union, Memphis, TN",-95.5960544,37.0406848,"1215 e 3rd st, coffeyville, ks 67337, usa"
153,"Chez Paree","","214 N 4th","Nashville","TN","(M) - Mixed Crowds,(D) - Dancing","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:44am","1968","214 N 4th, Nashville, TN",-86.7790285,36.1643174,"214 4th ave n, nashville, tn 37219, usa"
154,"Hi Hat","","604 Commerce","Nashville","TN","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:44am","1968","604 Commerce, Nashville, TN",-86.7808017,36.1615665,"604 commerce st, nashville, tn 37203, usa"
155,"Juanita's","","713 Commerce","Nashville","TN","(*) - Very popular","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:44am","1968","713 Commerce, Nashville, TN",-86.7821572,36.1606357,"713 commerce st, nashville, tn 37203, usa"
156,"Jungle Lounge","(best after midnight)","715 Commerce","Nashville","TN","(*) - Very popular","Bars/Clubs","",NA,"8/22/2019 4:07am","8/23/2019 3:44am","1968","715 Commerce, Nashville, TN",-86.7821456,36.1605216,"715 commerce st, nashville, tn 37203, usa"
157,"Ali Bye","","105 E 6th","Amarillo","TX","","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","105 E 6th, Amarillo, TX",-101.7917824,35.2039221,"e 6th ave, amarillo, tx 79104, usa"
159,"Cabaret","(Collegiate)","3010 Guadalupe","Austin","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","3010 Guadalupe, Austin, TX",-97.7416176,30.2974981,"3010 guadalupe st, austin, tx 78705, usa"
160,"Freddie's","","509 E 6th","Austin","TX","","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","509 E 6th, Austin, TX",-97.7379252,30.2665069,"509 e 6th st, austin, tx 78701, usa"
161,"Manhattan","","911 Congress","Austin","TX","","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","911 Congress, Austin, TX",-97.741195,30.271172,"911 congress ave, austin, tx 78701, usa"
162,"Playboy Lounge","","485 Crockett","Beaumont","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","485 Crockett, Beaumont, TX",-94.1005349,30.082636,"485 crockett st, beaumont, tx 77701, usa"
163,"Maison Rouge","","1009 Santa Fe","Corpus Christi","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","1009 Santa Fe, Corpus Christi, TX",-97.399085,27.78216,"1009 santa fe st, corpus christi, tx 78404, usa"
164,"Ronnie's","","219 N Frazier","Conroe","TX","","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","219 N Frazier, Conroe, TX",-95.4616346,30.3107368,"219 n frazier st, conroe, tx 77301, usa"
165,"Atlantis","","Field St & Cedar Springs","Dallas","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","Field St & Cedar Springs, Dallas, TX",-95.1602268,37.5162788,"udall rd, st paul, ks 66771, usa"
167,"Gene's Music Box","","307 S Akard","Dallas","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","307 S Akard, Dallas, TX",-96.7991905,32.7787511,"307 s akard st, dallas, tx 75202, usa"
168,"Ken's","(After hours)","E Lemmon & McKinley","Dallas","TX","""(C) - Coffee, soft drinks and sometimes snacks""","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","E Lemmon & McKinley, Dallas, TX",-78.9371203,36.0071459,"2301 erwin rd, durham, nc 27705, usa"
169,"Tool Box","","Bryan & Harwood","Dallas","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","Bryan & Harwood, Dallas, TX",-96.6509997,40.7966945,"1600 s 48th st, lincoln, ne 68506, usa"
170,"Twenty One-Twenty One Club","","2121 Field","Dallas","TX","","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","2121 Field, Dallas, TX",-96.8053801,32.7868714,"2121 n field st, dallas, tx 75201, usa"
171,"Villa Fontana","","1315 Skiles","Dallas","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:44am","1968","1315 Skiles, Dallas, TX",-96.786291,32.791936,"1315 skiles st, dallas, tx 75204, usa"
172,"Chris' Lounge","","112 W San Antonio","El Paso","TX","","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:46am","1968","112 W San Antonio, El Paso, TX",-106.4894154,31.7573322,"112 w san antonio ave, el paso, tx 79901, usa"
174,"Club Pigalle","","613 E San Antonio","El Paso","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:48am","1968","613 E San Antonio, El Paso, TX",-106.4830933,31.7591341,"613 e san antonio ave, el paso, tx 79901, usa"
178,"Lafitte","","1428 Strand","Galveston","TX","(D) - Dancing","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:48am","1968","1428 Strand, Galveston, TX",-94.7851819,29.3098038,"1428 strand st, galveston, tx 77550, usa"
180,"Zodiac Baths","","220 21st St","Galveston","TX","","Baths","",NA,"8/23/2019 3:36am","8/23/2019 3:48am","1968","220 21st St, Galveston, TX",-94.7918319,29.3075323,"220 21st st, galveston, tx 77550, usa"
181,"Athena","","1803 Caroline at Jefferson","Houston","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:56am","1968","1803 Caroline at Jefferson, Houston, TX",-95.36708,29.7494041,"1803 caroline st, houston, tx 77002, usa"
182,"Exile","","1011 Bell","Houston","TX","""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. "",(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:56am","1968","1011 Bell, Houston, TX",-95.367921,29.7532503,"1011 bell st, houston, tx 77002, usa"
185,"Nugget","","2802 Austin","Houston","TX","(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:56am","1968","2802 Austin, Houston, TX",-95.3718932,29.7420517,"2802 austin st, houston, tx 77004, usa"
186,"Pink Elephant","","1218 Leland","Houston","TX","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:56am","1968","1218 Leland, Houston, TX",-95.366269,29.750923,"1218 leeland st, houston, tx 77002, usa"
188,"Red Room","(Very popular Friday evenings)","612 Hadley","Houston","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:56am","1968","612 Hadley, Houston, TX",-95.3757022,29.7489876,"612 hadley st, houston, tx 77002, usa"
189,"Round Table","","507 Westheimer","Houston","TX","","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:56am","1968","507 Westheimer, Houston, TX",-95.387676,29.7442282,"507 westheimer rd, houston, tx 77006, usa"
190,"Seagull","(formerly The Numbers)","1003 California","Houston","TX","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. ""","Restaurant","",NA,"8/23/2019 3:36am","8/23/2019 3:55am","1968","1003 California, Houston, TX",-95.390896,29.745284,"1003 california st, houston, tx 77006, usa"
191,"Showboat","","1104 Tuam","Houston","TX","","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:56am","1968","1104 Tuam, Houston, TX",-95.3746596,29.7426338,"1104 tuam st, houston, tx 77004, usa"
192,"Stadium","","2417 Times","Houston","TX","","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:56am","1968","2417 Times, Houston, TX",-95.3698028,29.7604267,"houston, tx, usa"
193,"Surf","","2909 Main","Houston","TX","","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:56am","1968","2909 Main, Houston, TX",-95.3755528,29.7430456,"2909 main st, houston, tx 77002, usa"
194,"Upstairs Club","(also coffee after  hours)","2421 Times","Houston","TX","(P) - Private club - Inquire locally to admission,(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:56am","1968","2421 Times, Houston, TX",-95.4159674,29.7251895,"2421 bissonnet st, houston, tx 77005, usa"
195,"Regency III Country Club","off Hwy 59","15312 Lee Rd","Humble","TX","","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 3:56am","1968","15312 Lee Rd, Humble, TX",-95.3085168,29.9805906,"15312 lee rd, humble, tx 77338, usa"
196,"Budda Lounge","","2315 San Pedro","San Antonio","TX","","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 4:01am","1968","2315 San Pedro, San Antonio, TX",-98.4994944,29.456248,"2315 san pedro ave, san antonio, tx 78212, usa"
197,"Cork Room","","411 N St. Mary's","San Antonio","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 4:01am","1968","411 N St. Mary's, San Antonio, TX",-98.4915692,29.4279971,"411 n st mary's st, san antonio, tx 78205, usa"
198,"El Jardin","","106 Navarro","San Antonio","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 4:01am","1968","106 Navarro, San Antonio, TX",-98.4908684,29.4213294,"106 navarro st, san antonio, tx 78205, usa"
199,"Marine Room","","721 Navarro","San Antonio","TX","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/23/2019 3:36am","8/23/2019 4:01am","1968","721 Navarro, San Antonio, TX",-98.4900197,29.4277805,"721 navarro st, san antonio, tx 78205, usa"
202,"Top Hat","","210 S New Braunfels","San Antonio","TX","","Bars/Clubs","",NA,"8/23/2019 3:49am","8/23/2019 4:01am","1968","210 S New Braunfels, San Antonio, TX",-98.4611636,29.418006,"210 s new braunfels ave, san antonio, tx 78203, usa"
203,"Blue Lounge","Piano bar","1016 Scott","Wichita Falls","TX","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/23/2019 3:49am","8/23/2019 4:01am","1968","1016 Scott, Wichita Falls, TX",-98.5050205,33.9266017,"1016 n scott ave, wichita falls, tx 76306, usa"
204,"Office","","800 Travis","Wichita Falls","TX","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:56am","8/23/2019 4:01am","1968","800 Travis, Wichita Falls, TX",-98.4945038,33.9103207,"800 travis st, wichita falls, tx 76301, usa"
205,"Continental","","111 W Tazewell","Norfolk","VA","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:56am","8/23/2019 4:01am","1968","111 W Tazewell, Norfolk, VA",-76.2914909,36.8492514,"111 w tazewell st, norfolk, va 23510, usa"
206,"Eton's","","938 Grace St.","Richmond","VA","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:56am","8/23/2019 4:01am","1968","938 Grace St., Richmond, VA",-77.4525672,37.5509153,"938 w grace st, richmond, va 23284, usa"
207,"Rene's","","206 N 8th St","Richmond","VA","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:58am","8/23/2019 4:01am","1968","206 N 8th St, Richmond, VA",-77.435968,37.5408083,"206 n 8th st, richmond, va 23219, usa"
208,"Craig's","","2101 Atlantic","Virginia Beach","VA","(*) - Very popular","Bars/Clubs","",NA,"8/23/2019 3:58am","8/23/2019 4:01am","1968","2101 Atlantic, Virginia Beach, VA",-75.974762,36.8493461,"2101 atlantic ave, virginia beach, va 23451, usa"
209,"Hotel Waverly","","22nd & Ocean","Virginia Beach","VA","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,"8/23/2019 3:58am","8/23/2019 4:01am","1968","22nd & Ocean, Virginia Beach, VA",-122.9491178,49.1999616,"22nd street station, 649 22nd st, new westminster, bc v3m, canada"
210,"Sherwood's","","2105 Atlantic","Virginia Beach","VA","","Bars/Clubs","",NA,"8/23/2019 3:58am","8/23/2019 4:01am","1968","2105 Atlantic, Virginia Beach, VA",-75.974754,36.849503,"2105 atlantic ave, virginia beach, va 23451, usa"
211,"","","","","","","","",NA,"8/23/2019 3:58am","","1968",", , ",NA,NA,"NA"
212,"","","","","","","","",NA,"8/23/2019 3:58am","","1968",", , ",NA,NA,"NA"
213,"","","","","","","","",NA,"8/23/2019 3:58am","","1968",", , ",NA,NA,"NA"
214,"","","","","","","","",NA,"8/23/2019 3:58am","","1968",", , ",NA,NA,"NA"
215,"","","","","","","","",NA,"8/23/2019 3:58am","","1968",", , ",NA,NA,"NA"
1,"Golden Torch","","1915 5th Ave N.","Birmingham","AL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:35am","1969","1915 5th Ave N., Birmingham, AL",-86.8089254,33.517555,"1915 5th ave n, birmingham, al 35203, usa"
2,"Jewel Box","Dinkler-Tutwiler Hotel","20th St & 5th Ave N.","Birmingham","AL","(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:35am","1969","20th St & 5th Ave N., Birmingham, AL",-94.9503906,39.3188635,"202 n 20th st, leavenworth, ks 66048, usa"
3,"Mammy's Pancake House","","2151 Highland Ave S.","Birmingham","AL","""(C) - Coffee, soft drinks and sometimes snacks""","Restaurant","",NA,"8/13/2019 10:31am","8/13/2019 10:35am","1969","2151 Highland Ave S., Birmingham, AL",-86.7917065,33.4998391,"2151 highland ave, birmingham, al 35205, usa"
4,"Tito's","","1310 1st Ave N.","Birmingham","AL","(D) - Dancing","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:35am","1969","1310 1st Ave N., Birmingham, AL",-86.8151551,33.5102707,"1310 1st ave n, birmingham, al 35203, usa"
5,"Club Royal","","78 S. Royal","Mobile","AL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:35am","1969","78 S. Royal, Mobile, AL",-88.0407075,30.6904988,"78 s royal st, mobile, al 36602, usa"
7,"Knight Club","","215 Conti St.","Mobile","AL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:35am","1969","215 Conti St., Mobile, AL",-88.0432988,30.6903428,"215 conti st, mobile, al 36602, usa"
8,"Princess House Lounge","","254 Government St","Mobile","AL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:35am","1969","254 Government St, Mobile, AL",-88.0439894,30.6895564,"254 government st, mobile, al 36602, usa"
10,"Key Hole","","80 Commerce St","Montgomery","AL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:36am","1969","80 Commerce St, Montgomery, AL",-86.3103184,32.3789826,"80 commerce st, montgomery, al 36104, usa"
11,"Chucker","(Downstairs, Stafford Hotel)","3209 9th","Tuscaloosa","AL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:36am","1969","3209 9th, Tuscaloosa, AL",-87.5664276,33.2058285,"2315 9th st, tuscaloosa, al 35401, usa"
12,"Mollie's","","360 Central Ave","Hot Springs","AR","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(M) - Mixed Crowds","Restaurant","",NA,"8/13/2019 10:31am","8/13/2019 11:51pm","1969","360 Central Ave, Hot Springs, AR",-93.0540795,34.5140779,"360 central ave, hot springs national park, ar 71901, usa"
13,"Peacock Lounge","","220 Central Ave","Hot Springs","AR","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:51pm","1969","220 Central Ave, Hot Springs, AR",-93.0543725,34.5170929,"220 central ave, hot springs, ar 71901, usa"
14,"Gar Hole","(Thru lobby of Marion Hotel & downstairs)","Markham & Louisana","Little Rock","AR","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:51pm","1969","Markham & Louisana, Little Rock, AR",-79.3370188,43.8561002,"markham, on, canada"
16,"Nightengale","","24 S. Garden Ave","Clearwater","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:46am","1969","24 S. Garden Ave, Clearwater, FL",-82.798872,27.9650254,"24 s garden ave, clearwater, fl 33756, usa"
17,"Ocean Grill","(summers)","14 Kendall St","Clearwater","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:46am","1969","14 Kendall St, Clearwater, FL",-82.8272503,27.9856914,"14 kendall st, clearwater, fl 33767, usa"
21,"Hollywood Bar","","415 Main St","Daytona Beach","FL","""(G) - Girls, but rarely exclusively"",(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:46am","1969","415 Main St, Daytona Beach, FL",-81.0116692,29.2257147,"415 main st, daytona beach, fl 32118, usa"
22,"Vagabond Hut","","7 Boardwalk","Daytona Beach","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:46am","1969","7 Boardwalk, Daytona Beach, FL",-81.007327,29.227316,"7 boardwalk, daytona beach, fl 32118, usa"
